area;urbano;quartos;banheiros;vaga_estacionamento;andar;aceita_animais;mobiliada;condominio;aluguel;iptu;seguro
36;1;1;1;0;6;1;0;423;2,680;47;34
62;1;2;2;2;4;1;0;720;1,720;120;22
47;1;1;1;1;5;0;1;515;2,800;0;12
44;0;2;1;1;3;1;0;192;1,020;0;13
43;0;1;1;1;13;1;1;1,150;2,000;76;26
130;1;3;2;2;0;1;0;0;3,400;299;52
600;1;5;8;0;0;1;1;0;6,900;1,467;104
84;1;3;3;2;15;1;1;1,300;8,700;375;111
215;1;3;4;2;9;0;0;1,800;7,000;450;89
230;1;4;5;4;7;1;0;3,240;12,500;917;159
90;1;2;1;1;0;0;0;0;1,450;34;22
114;1;3;3;2;4;1;0;878;2,400;272;31
170;1;2;3;3;6;0;1;2,500;5,950;417;76
86;1;3;1;1;5;1;1;1,000;2,200;116;28
350;1;3;4;4;0;1;0;0;3,500;325;53
325;1;4;5;4;1;1;1;4,950;15,000;2,209;191
200;1;4;4;3;2;1;1;3,700;5,000;0;64
364;1;4;5;4;2;1;1;2,199;5,500;3,243;70
100;1;2;1;0;0;1;0;0;1,800;275;28
33;0;1;1;0;11;0;0;290;600;10;8
70;1;2;1;1;0;1;0;60;2,100;0;32
30;1;1;1;1;5;0;0;610;2,300;134;30
285;1;4;4;4;9;1;0;2,750;8,000;1,750;102
52;1;2;1;1;6;0;0;596;2,264;38;29
400;1;4;3;2;0;1;0;0;3,390;400;43
102;1;3;2;2;1;1;0;1,300;2,000;284;26
50;1;1;1;0;0;0;0;;1,300;100;20
28;1;1;1;1;4;0;1;537;3,076;80;39
58;1;1;1;1;2;1;1;1,500;2,800;334;36
32;1;1;1;0;6;1;0;350;1,600;0;21
52;1;2;1;1;3;0;0;450;2,400;78;31
210;1;5;4;1;0;1;0;0;15,000;1,667;226
244;0;5;7;4;12;1;0;1,600;8,000;500;102
170;1;3;4;2;5;0;1;1,850;4,600;359;59
163;1;3;3;4;7;1;1;2,900;9,000;830;115
107;1;2;1;0;1;1;0;480;4,950;55;63
90;1;3;2;2;1;1;1;950;2,800;234;36
120;1;3;4;0;0;1;0;250;3,200;226;41
264;1;4;4;4;9;1;0;3,200;14,450;1,792;184
47;0;1;1;1;6;1;1;590;2,700;120;35
278;1;4;4;1;6;1;0;2,118;6,000;547;77
56;0;2;1;1;2;1;0;420;1,050;24;14
22;1;1;1;0;25;1;0;385;2,100;40;27
49;1;1;1;0;4;1;1;350;3,000;0;39
150;1;3;4;1;0;1;0;0;4,250;491;64
30;1;1;1;0;3;0;0;340;920;0;12
200;1;3;2;2;0;1;1;0;4,700;184;71
93;0;3;2;2;4;1;0;1,459;2,300;191;30
73;1;2;2;1;15;1;0;700;1,350;150;18
130;1;3;2;1;6;1;0;1,550;5,500;300;70
280;1;3;2;0;7;1;0;2,300;3,000;417;39
37;1;1;1;1;6;0;1;510;2,734;0;11
330;1;4;3;0;9;1;0;4,400;10,000;1,084;127
85;1;2;2;0;0;1;0;0;1,700;0;26
49;1;2;1;1;5;1;0;300;1,700;21;22
44;1;2;1;1;17;1;0;394;1,481;0;5
89;0;3;1;1;5;0;0;820;2,050;150;26
52;1;1;1;1;15;0;1;1,218;5,000;284;64
70;1;2;2;2;6;0;0;1,214;2,748;144;35
78;1;2;2;1;8;1;0;586;1,680;63;22
240;1;7;3;4;0;1;0;0;6,000;834;91
140;1;3;2;2;13;1;0;1,700;4,700;686;60
300;1;4;6;4;20;1;0;3,700;12,000;1,584;153
119;1;3;2;2;0;1;0;0;2,860;207;43
195;1;4;2;3;15;1;0;1,475;2,500;307;32
95;1;2;2;0;1;1;1;621;1,550;82;20
51;1;1;1;0;11;1;1;900;4,950;125;63
680;1;4;5;8;0;1;0;;10,000;217;151
82;1;3;2;2;5;1;0;915;2,100;252;27
198;1;3;3;1;4;1;1;3,200;10,000;363;127
75;1;2;3;2;10;1;0;1,642;6,000;400;77
320;1;4;3;4;5;1;0;3,000;5,200;292;66
200;1;3;3;2;7;1;0;3,000;4,000;770;51
67;1;2;2;1;14;0;0;940;1,350;94;18
220;1;4;2;1;2;0;0;1,340;6,000;17;77
284;0;4;3;3;4;1;0;2,340;6,000;483;77
80;1;3;1;1;15;1;0;820;2,250;44;29
170;1;3;3;3;0;1;0;0;4,200;239;64
145;1;3;3;0;1;1;1;1,856;3,738;445;48
64;1;2;2;2;4;1;1;1,300;4,500;440;58
390;1;4;4;4;0;1;0;0;8,000;1,305;121
50;0;1;1;1;10;0;0;718;1,600;13;21
64;1;2;2;1;7;0;0;1,182;6,950;276;89
40;1;1;1;0;0;0;0;180;850;41;11
65;1;2;2;1;0;0;0;120;1,850;0;28
78;0;2;1;0;1;1;0;325;800;48;11
42;1;1;1;1;5;1;0;330;2,100;107;27
50;1;1;1;1;0;1;0;0;1,750;0;27
49;1;2;1;1;14;1;0;460;1,800;105;23
46;1;2;1;1;6;1;0;280;1,434;9;19
32;1;1;1;0;7;1;0;300;1,800;0;23
360;1;7;6;6;0;1;0;0;5,270;245;80
37;1;1;1;0;0;0;0;0;1,180;57;7
54;1;1;1;0;5;1;0;730;1,500;0;20
124;1;3;2;1;4;0;1;1,070;2,750;289;35
114;1;3;2;2;9;1;0;900;3,780;100;48
101;0;3;2;1;5;1;0;780;2,800;91;36
450;1;5;5;4;0;0;0;0;5,740;520;87
126;1;2;2;2;8;1;0;1,000;2,300;263;30
54;1;2;1;1;2;0;0;350;1,869;0;7
48;1;2;1;1;10;1;0;400;1,650;51;21
280;1;3;5;3;0;1;0;;5,700;436;86
164;1;3;4;2;13;1;0;2,900;12,500;915;159
113;1;3;1;1;5;1;0;1,000;3,000;50;39
72;1;3;2;2;10;1;0;560;3,500;185;45
500;1;4;3;5;0;0;1;0;12,000;84;181
140;0;2;1;1;7;1;0;870;2,600;580;33
260;1;4;5;5;3;1;0;3,428;11,000;2,441;140
40;1;1;1;0;0;0;0;0;780;17;12
62;0;2;1;1;3;1;0;480;650;69;9
42;1;1;2;1;6;0;0;690;2,500;313,700;32
565;1;4;5;6;0;1;1;2,337;14,850;2,112;224
500;1;5;5;8;1;1;0;;9,800;92;148
178;1;3;5;2;8;1;0;2,400;2,468;342;32
30;1;1;1;0;15;0;0;700;1,650;0;25
250;1;3;3;2;0;1;0;0;9,500;609;143
35;1;1;1;0;1;0;0;250;1,305;0;17
120;1;2;3;2;5;1;1;1,800;11,500;250;146
190;1;4;4;2;4;1;0;2,000;3,200;134;41
420;1;4;6;4;1;0;0;4,200;14,000;1,417;178
40;1;1;1;0;0;0;0;0;1,350;80;21
57;1;2;1;1;3;1;0;526;1,300;3;17
38;1;1;1;0;19;0;0;583;1,000;46;13
174;1;3;4;1;0;1;1;0;5,054;439;26
92;0;2;3;2;5;0;0;1,260;4,200;275;54
80;0;3;1;4;0;1;0;0;5,500;0;83
50;1;1;2;1;3;1;1;1,085;2,826;39;9
100;1;3;2;2;2;1;0;1,800;2,000;422;26
70;1;2;1;2;7;1;0;543;1,400;156;18
210;1;4;2;2;0;1;0;0;8,000;684;121
35;1;1;1;0;5;0;0;400;1,900;50;25
50;1;2;3;0;0;0;0;0;1,740;84;27
109;1;3;2;1;11;0;0;1,400;4,250;109;54
80;1;2;3;0;6;1;0;1,312;3,300;427;42
69;0;2;1;1;2;1;0;270;800;40;11
253;1;4;5;3;16;1;0;2,100;4,100;0;52
74;1;2;2;1;9;0;1;1,000;5,850;300;75
210;0;3;3;0;0;1;0;0;3,050;300;46
70;1;3;2;1;3;1;0;380;1,290;92;17
390;1;3;3;3;1;1;0;3,056;6,700;687;85
30;1;1;1;0;9;0;1;385;1,965;459;25
76;1;3;2;2;8;1;1;679;3,500;201;45
128;1;2;3;1;4;1;0;755;4,339;85;55
50;1;1;1;0;0;0;0;0;1,200;84;19
100;1;2;2;1;10;1;1;1,300;1,979;225;26
237;1;3;5;3;8;1;1;2,200;5,500;917;70
80;0;2;1;1;3;1;0;418;1,000;0;13
108;1;3;2;2;3;0;0;823;3,000;350;39
50;1;1;1;0;6;0;0;467;1,209;129;8
70;1;1;1;0;0;1;0;0;1,475;90;23
156;1;3;3;5;0;0;0;0;4,000;0;34
217;1;3;4;4;17;1;1;2,400;14,500;910;184
82;1;3;2;2;2;1;0;1,100;1,500;159;20
52;1;2;1;1;7;1;0;590;1,200;65;16
620;1;4;5;5;8;1;0;7,963;15,000;5,160;191
320;1;3;4;4;7;1;1;3,440;15,000;1,659;191
66;0;2;2;1;2;0;1;536;2,270;76;29
200;1;4;4;4;0;1;0;0;4,500;450;68
113;1;2;2;1;6;1;0;1,000;3,000;50;39
170;1;4;2;1;3;1;1;2,437;5,200;570;66
45;1;1;1;1;3;1;0;520;3,200;105;41
47;0;1;1;0;2;1;0;426;420;260;6
80;1;2;1;1;18;0;0;550;1,500;167;20
260;1;3;5;4;12;1;0;2,227;7,000;1,468;89
122;1;3;2;3;11;1;0;1,415;1,650;334;21
84;1;3;2;2;7;0;0;900;2,640;740;34
28;1;1;1;0;9;0;1;390;2,300;59;30
155;1;2;3;2;0;1;0;0;4,000;377;61
58;1;2;1;1;2;1;1;590;1,805;150;23
52;1;2;1;1;3;0;0;340;1,138;0;9
75;0;2;1;2;1;1;0;1,250;1,600;135;21
72;0;3;1;1;1;1;1;470;1,075;49;14
260;1;3;4;4;4;1;1;5,000;12,000;0;153
35;1;1;1;0;1;0;1;;1,650;0;21
25;1;1;1;1;8;1;1;0;4,000;0;51
216;1;4;5;3;2;1;1;2,300;3,000;1,084;39
215;1;4;6;3;2;1;1;2,100;5,700;959;73
750;1;4;6;2;0;1;0;0;15,000;2,041;226
80;1;2;2;2;0;1;0;50;1,850;173;28
50;0;1;1;1;5;0;1;750;1,160;185;15
50;0;2;1;1;2;1;0;530;1,200;109;16
340;1;2;4;3;14;1;0;4,900;15,000;917;191
126;1;4;3;4;0;1;0;0;3,300;167;50
450;1;4;6;2;0;1;0;0;4,900;486;74
32;1;1;1;0;1;1;0;400;1,990;0;26
142;1;3;2;1;14;1;0;1,950;8,500;194;108
70;1;2;2;1;14;1;0;849;4,500;150;58
278;1;4;5;2;16;1;1;4,052;9,000;1,261;115
130;0;3;2;1;7;1;0;1,000;2,500;100;32
245;1;4;4;2;16;1;0;2,633;7,400;527;94
50;1;2;1;0;0;0;0;0;1,100;80;17
61;1;1;2;1;9;1;1;866;5,100;250;65
30;1;1;1;0;3;1;0;380;1,700;0;22
135;1;3;3;1;10;1;1;1,600;4,300;250;55
20;1;1;1;0;2;1;1;602;1,800;130;23
160;1;3;3;2;10;1;0;1,229;4,000;390;51
97;0;1;1;0;12;1;0;468;750;61;10
45;0;1;1;1;3;1;1;492;1,320;28;17
45;0;1;1;0;14;0;0;285;500;0;7
462;1;4;4;0;0;1;1;0;10,000;2,700;151
110;1;2;2;1;1;1;0;150;3,000;250;46
40;1;1;1;0;0;0;0;0;780;17;12
149;1;4;1;3;12;0;0;1,771;7,500;624;96
320;1;3;3;4;0;1;0;1,700;4,320;142;65
126;1;3;4;3;6;1;0;2,500;3,200;579;41
353;1;5;7;5;12;1;0;4,800;10,000;1,917;127
35;1;2;1;0;8;1;0;340;1,890;30;24
52;1;1;1;1;11;1;0;730;2,100;38;27
190;1;4;3;2;1;1;0;2,700;7,700;1,305;98
89;1;2;2;2;8;1;1;1,440;7,700;351;98
49;1;1;2;0;1;1;0;0;1,300;0;17
133;1;4;3;0;1;1;0;550;3,800;309;49
150;1;3;4;3;1;1;1;1,300;5,500;834;70
400;1;4;3;4;0;1;1;0;9,000;998;136
480;1;4;4;4;12;1;1;6,500;15,000;2,084;191
90;1;2;3;0;11;0;0;1,205;3,800;155;49
90;1;2;2;0;0;1;0;0;1,950;125;30
450;1;4;4;3;7;1;0;5,096;10,000;0;127
80;1;3;2;2;11;1;0;890;3,100;90;40
48;1;2;1;1;6;1;0;480;1,510;0;20
55;0;1;1;1;5;0;0;907;680;79;9
109;1;2;2;2;14;1;0;1,550;7,900;638;101
100;1;2;3;1;4;1;1;1,200;2,070;42;27
185;1;2;3;3;8;1;0;2,600;7,500;834;96
45;1;2;1;1;1;1;0;443;1,510;0;6
308;0;3;4;4;0;1;0;0;8,000;478;121
210;1;4;4;3;5;1;1;2,800;5,000;917;64
82;0;3;2;1;6;1;0;825;1,500;142;20
380;1;4;4;2;0;1;0;0;5,500;1,000;83
90;1;2;2;1;0;1;0;0;2,600;0;40
220;1;4;4;3;4;0;1;2,200;4,930;809;63
45;1;1;2;1;10;0;1;700;3,000;141;39
120;1;3;2;4;8;1;0;1,365;4,500;398;58
70;0;3;2;2;2;1;1;359;2,080;74;27
64;1;2;2;2;8;1;0;450;2,800;30;36
57;1;2;1;1;7;1;0;750;1,447;0;19
45;1;1;1;1;11;0;0;363;2,705;;25
160;1;3;4;3;0;1;0;0;2,850;475;43
55;1;2;2;1;0;1;0;0;1,550;0;24
50;1;1;1;1;0;1;0;0;900;59;14
60;1;2;1;1;11;0;0;366;1,592;0;7
140;1;5;4;1;0;1;0;0;2,500;0;38
287;1;4;5;3;0;1;0;;10,000;955;151
35;1;1;1;1;7;1;0;405;3,050;25;39
108;1;3;2;2;6;1;0;1,200;5,600;275;71
480;1;4;7;8;0;1;0;0;14,000;2,186;211
51;1;2;2;1;18;1;0;382;1,800;0;23
290;1;2;3;4;12;1;1;2,600;6,000;1,067;77
130;1;3;2;1;0;0;0;;2,500;421;38
55;0;1;1;1;7;0;0;200;2,000;9;26
35;1;1;1;0;0;0;1;;1,550;0;20
50;1;3;2;0;0;1;0;0;1,300;100;20
129;0;3;2;2;1;1;0;1,411;3,310;235;42
46;1;1;1;0;9;1;0;600;2,067;0;21
228;1;3;4;3;12;0;1;1,137;4,800;513;61
131;1;3;2;1;8;1;0;2,100;2,400;184;31
36;0;1;1;0;4;0;0;300;500;10;7
122;1;3;2;1;9;1;0;1,766;5,800;279;74
100;1;2;2;0;6;0;0;400;1,900;0;25
100;1;2;2;3;0;1;0;0;3,500;642;53
240;1;4;5;4;15;1;1;3,700;13,500;1,000;172
36;1;1;1;0;3;0;1;460;2,700;40;35
85;1;2;1;1;1;1;0;400;1,600;0;21
223;1;4;4;5;0;1;1;0;5,000;472;76
195;1;3;2;3;0;1;0;0;2,255;0;34
170;1;3;2;1;5;1;0;860;6,500;110;83
180;1;3;3;2;1;1;0;2,000;4,800;500;61
22;1;1;1;0;1;0;1;300;900;40;12
140;1;2;2;2;13;1;0;756;2,999;200;38
350;1;3;4;4;0;1;1;0;15,000;1,234;226
150;1;3;3;2;8;0;1;;13,500;0;172
411;0;4;5;4;0;1;0;0;5,500;667;83
900;0;3;6;8;0;1;0;2,000;15,000;1,834;226
39;1;1;1;1;15;1;1;543;3,500;144;45
182;1;3;2;2;0;1;0;0;2,600;622;40
270;1;5;3;2;0;1;1;0;3,150;0;48
35;1;1;1;1;8;0;1;593;2,896;78;37
35;1;1;1;1;3;0;1;0;4,200;17;54
105;1;3;2;1;14;0;0;1,130;3,600;60;46
60;1;2;1;1;5;1;0;750;3,600;95;46
180;1;3;3;2;11;1;1;3,100;4,250;625;54
42;0;2;1;1;3;1;0;190;846;0;11
210;1;2;3;4;11;1;1;2,338;14,000;1,434;178
170;1;4;4;3;10;0;1;2,493;5,000;750;22
230;1;6;4;8;0;1;0;0;10,000;0;151
280;1;3;3;2;9;1;1;3,000;5,650;692;72
140;1;3;3;1;1;1;0;0;1,750;79;23
92;1;3;2;2;8;1;0;960;3,300;318;42
71;1;3;4;0;0;1;0;0;4,000;0;61
160;1;3;3;2;3;1;0;2,200;10,500;505;134
92;1;2;2;2;17;1;1;840;2,288;0;10
500;1;5;7;7;0;1;0;0;11,500;5,500;173
270;1;3;4;2;13;1;0;2,000;9,000;834;115
296;1;4;5;5;4;1;1;4,300;12,900;2,105;164
151;1;3;4;3;15;1;0;860;5,852;520;75
308;1;4;4;3;1;1;0;4,780;15,000;1,917;191
50;1;2;1;1;7;0;0;800;3,500;200;45
60;1;2;1;0;3;1;0;400;1,000;0;13
25;1;1;1;0;0;1;0;20;1,200;25;19
120;1;4;4;4;0;1;0;;4,500;0;68
42;0;2;1;1;3;0;0;400;600;15;8
97;1;3;2;2;12;1;0;800;2,900;275;37
110;1;3;2;1;5;1;1;1,217;3,600;215;46
56;0;2;1;1;5;1;0;340;1,400;57;18
140;1;2;2;1;3;0;0;1,882;3,000;190;39
84;1;3;2;2;10;1;1;680;3,000;67;39
31;1;1;1;1;4;1;0;169;2,625;84;34
60;1;2;1;0;0;0;0;0;1,000;34;16
146;1;3;4;3;19;0;0;1,800;9,000;334;115
90;1;2;2;1;0;1;0;0;2,500;274;38
65;1;2;1;1;1;1;0;950;1,950;213;25
80;1;2;1;0;0;1;0;0;1,200;67;19
22;1;1;1;1;8;1;1;587;4,500;150;58
50;0;2;1;1;0;0;0;;1,120;277;15
108;1;3;2;2;9;0;1;850;4,500;459;58
32;1;1;1;0;13;1;0;258;1,029;;17
51;1;1;1;1;7;1;1;299;2,782;0;11
37;1;1;1;1;4;1;0;500;1,500;150;20
142;1;3;5;2;2;1;1;1,200;5,100;550;65
220;1;3;4;3;1;1;0;2,750;5,800;1,040;74
300;1;3;4;1;15;0;0;2,902;12,000;521;153
40;1;1;1;0;8;0;0;441;1,150;0;15
45;1;2;1;1;2;0;1;1,300;3,300;167;42
22;1;1;1;0;0;0;0;0;870;0;14
78;1;3;2;1;2;0;0;951;1,900;205;25
280;1;3;4;3;3;1;0;1,717;5,200;250;66
200;1;4;3;2;0;1;0;0;6,660;575;101
65;0;1;1;1;12;1;0;514;980;86;13
330;1;4;3;0;0;1;0;0;9,800;750;148
100;1;2;2;0;1;1;0;900;2,000;63;26
155;1;3;3;3;3;0;0;2,035;7,500;878;96
180;1;3;3;1;0;1;1;1,400;6,800;0;87
46;1;1;1;1;9;1;0;500;2,200;35;28
168;1;3;4;3;10;1;1;1,900;7,300;1,000;93
140;1;3;2;1;8;0;0;1,500;4,000;217;51
120;1;3;2;2;0;1;0;;5,000;250;76
100;0;3;2;0;2;0;0;815;808;81;11
260;1;3;4;3;0;1;0;0;5,000;393;47
40;1;1;1;0;0;1;0;;650;17;10
80;1;2;2;1;4;1;0;800;3,647;157;47
200;1;3;5;3;0;1;0;0;2,950;250;45
75;1;3;1;1;8;0;0;980;2,350;99;30
360;1;4;5;4;2;1;1;5,420;12,750;2,779;162
270;1;3;2;2;15;1;0;2,168;10,000;407;127
45;0;1;1;0;0;0;0;0;700;25;11
177;1;3;3;3;4;0;0;4,500;8,500;1,250;108
104;0;2;2;2;8;1;0;1,175;3,805;264;49
30;1;1;1;0;18;0;0;590;980;0;13
170;1;3;2;1;14;0;0;1,050;4,500;263;58
58;1;2;2;1;14;1;0;480;2,300;88;30
47;1;2;1;1;16;1;0;450;1,350;0;18
53;0;1;1;1;8;0;0;550;650;36;9
75;1;2;1;1;0;1;0;0;2,450;0;37
22;1;1;1;0;25;1;0;472;2,200;55;28
76;1;2;1;1;0;1;0;0;2,000;45;31
40;1;1;1;1;8;1;1;651;2,300;90;30
260;1;4;4;4;8;1;0;3,150;10,000;1,163;127
51;1;2;1;1;9;1;0;450;2,500;17;32
64;1;2;2;1;19;1;1;450;2,200;21;28
115;1;2;1;0;5;1;0;1,500;2,200;67;28
110;1;2;2;1;0;1;0;0;2,200;192;34
140;1;3;2;1;6;0;0;1,740;2,500;340;32
45;1;2;1;1;11;1;0;380;1,598;0;21
199;1;3;4;5;17;1;1;2,800;4,000;1,500;51
180;1;3;4;1;10;1;0;1,400;6,900;342;88
113;1;3;2;2;0;1;0;0;2,990;22;45
75;0;2;2;1;11;1;0;500;1,189;75;16
93;1;3;3;2;1;1;0;950;2,275;584;29
68;1;2;1;1;4;1;0;626;1,200;0;16
200;0;3;4;5;0;0;0;850;4,300;84;65
118;1;3;3;2;6;1;0;1,200;3,500;534;45
318;1;4;6;4;0;0;0;2,500;12,000;334;153
170;1;3;3;4;0;1;0;;3,500;222;53
250;0;3;3;2;1;1;0;2,200;1,700;256;22
50;1;2;1;1;0;1;0;510;1,100;50;14
50;1;2;1;1;7;0;0;347;1,500;0;20
30;1;1;1;1;15;0;1;668;3,500;127;45
94;0;3;2;2;2;1;0;650;3,500;209;45
50;1;1;1;0;5;1;0;375;1,850;0;24
114;1;3;5;3;3;1;0;2,600;3,800;857;49
65;1;3;2;1;5;1;0;526;2,230;21;29
200;1;3;5;4;6;1;0;1,970;1,720;959;22
265;1;4;4;4;0;1;0;0;6,000;177;91
75;1;3;3;2;10;1;0;865;2,000;192;26
68;1;2;2;1;8;0;0;600;2,400;125;31
150;1;3;2;0;0;1;0;;4,000;24;61
208;1;3;3;3;13;1;0;2,204;5,960;641;76
300;1;2;2;2;0;1;0;0;2,700;300;41
620;0;5;6;4;17;1;0;7,400;5,850;1,200;75
92;1;3;2;2;10;1;0;990;3,500;317;45
200;1;3;2;2;0;1;0;;4,500;250;68
108;1;3;2;1;14;1;0;1,714;5,000;127;64
190;1;4;4;2;0;1;0;0;3,500;315;53
87;0;3;2;1;12;1;1;870;1,450;100;19
80;1;2;1;1;6;1;0;800;1,275;0;17
270;1;4;3;3;2;1;0;3,260;6,000;550;77
170;1;3;2;1;17;1;0;1,600;4,950;264;63
198;1;4;2;0;0;1;0;0;4,000;500;61
55;0;1;1;0;1;1;0;260;716;12;10
34;1;1;1;0;0;1;0;182;1,331;0;17
50;1;2;1;0;14;1;0;270;1,890;0;24
68;1;2;1;1;4;1;1;1,164;2,093;97;27
290;1;4;4;0;0;1;0;0;6,800;1,100;103
25;1;1;1;0;1;0;0;0;1,050;84;14
240;1;4;4;3;9;1;0;2,500;2,144;834;28
43;1;1;1;0;6;0;0;350;1,080;57;14
150;1;3;1;0;3;0;0;200;4,300;12;55
20;1;1;1;0;1;1;1;602;1,800;130;23
48;1;1;1;0;0;0;0;0;1,100;9;17
130;1;3;1;2;0;1;0;0;3,800;130;58
36;1;1;1;0;11;1;0;392;2,300;84;30
90;1;2;1;2;0;1;0;;1,560;225;24
49;1;2;1;1;6;1;0;277;2,100;104;27
70;0;1;1;1;4;1;0;270;870;9;12
315;1;4;4;2;14;1;0;3,500;7,450;0;95
270;1;4;4;4;8;1;0;2,200;7,000;1,500;89
75;1;3;2;1;1;0;1;880;5,700;123;73
80;1;3;3;2;4;1;1;1,374;2,100;283;27
233;0;3;1;1;0;1;0;0;2,700;239;41
40;1;1;1;0;3;1;1;350;1,840;40;24
107;1;2;4;2;2;0;0;1,800;11,000;417;140
50;1;2;1;1;1;0;0;765;2,650;25;34
113;1;2;1;1;5;1;0;1,000;3,000;50;39
52;0;1;1;1;3;1;1;730;3,000;59;39
170;1;4;4;3;12;1;1;4,000;1,440;834;19
140;1;3;3;2;6;1;0;2,420;2,580;1,000;33
34;1;1;1;1;14;1;0;497;2,800;81;36
90;1;3;2;2;3;1;0;1,100;2,450;117;32
197;1;3;2;1;18;1;0;1,800;5,500;209;70
146;0;2;1;1;8;1;0;730;1,620;128;21
30;1;1;1;1;9;0;0;;3,000;0;39
132;1;3;2;2;0;1;0;0;3,800;52;58
45;1;1;1;1;10;0;1;1,600;1,800;177;23
80;1;2;2;0;3;0;0;931;2,700;0;35
161;1;4;3;3;0;1;0;0;3,600;300;46
300;1;2;3;2;1;1;0;7,000;4,180;1,834;53
450;1;3;4;2;3;1;0;4,187;15,000;1,450;191
112;1;3;3;2;11;0;0;1,661;3,616;209;13
192;1;4;5;4;11;0;1;2,800;15,000;90;191
100;1;1;4;1;0;1;0;0;11,000;250;166
300;1;4;5;8;0;1;1;0;12,000;917;181
42;1;1;1;0;2;1;0;530;2,800;0;36
45;1;1;1;0;9;1;1;399;1,480;0;19
245;0;4;3;2;9;1;0;2,100;10,500;167;134
60;1;1;1;0;0;0;0;0;1,600;192;25
100;1;1;2;0;0;0;0;4,320;3,100;0;40
210;0;6;3;0;0;1;0;0;4,200;0;64
160;1;3;3;2;8;1;0;2,000;5,000;570;64
68;1;2;1;1;1;1;0;350;1,600;0;21
52;1;2;1;1;17;1;0;540;1,100;45;14
40;1;1;1;0;0;0;0;;750;0;12
232;1;3;4;2;0;1;0;0;3,820;60;58
42;1;1;1;1;27;0;0;560;5,300;100;68
172;1;3;4;3;5;1;0;1,650;9,000;900;115
30;0;1;1;0;7;1;0;349;500;15;7
59;1;2;1;0;15;1;0;542;1,750;0;23
50;1;2;2;1;12;1;0;480;1,722;100;22
49;0;2;1;1;2;1;0;390;1,450;57;19
216;1;4;2;2;2;1;0;2,300;10,000;719;127
127;1;1;1;2;28;0;1;1,460;12,500;426;159
226;1;4;4;4;2;1;0;2,850;3,000;2,488;39
76;0;2;1;0;1;1;0;300;700;100;9
50;1;2;1;1;4;1;0;470;1,040;30;14
170;1;3;4;3;21;1;0;1,500;5,000;450;64
70;1;2;2;0;2;1;1;1,439;5,500;315;70
167;1;3;3;3;19;1;1;1,500;2,800;542;36
450;1;4;2;3;0;1;0;0;13,000;1,000;196
90;0;3;1;1;1;1;0;1,000;960;83;13
89;1;2;2;2;1;1;1;879;3,327;242;43
61;1;3;2;1;4;1;0;550;3,000;117;39
100;1;2;2;5;0;1;0;0;6,800;667;103
180;1;3;2;1;23;1;0;1,850;7,000;299;89
39;1;1;1;0;3;1;1;350;1,700;0;22
73;0;3;1;1;4;1;0;308;850;46;11
90;1;2;3;0;0;1;0;0;3,400;0;52
231;0;3;5;4;4;1;1;2,200;12,000;642;153
250;1;5;2;6;0;1;0;0;9,000;1,417;136
20;1;1;1;0;6;1;1;602;1,800;130;23
300;0;4;5;2;0;1;0;0;6,000;0;91
42;1;1;1;0;1;1;0;150;1,000;100;13
280;1;4;4;3;2;1;1;3,000;4,000;984;51
44;0;2;1;1;4;1;1;310;1,800;34;23
64;1;2;2;1;13;1;0;400;2,600;15;33
218;1;3;2;2;6;0;0;2,000;7,800;550;99
140;1;2;1;3;0;1;0;0;2,500;194;38
86;1;2;1;1;0;1;0;0;2,200;110;34
100;1;2;2;1;0;1;0;0;2,000;88;31
50;1;1;1;0;2;0;0;150;720;0;10
128;1;2;3;2;5;0;0;1,500;15,000;534;191
45;1;1;1;2;8;1;0;695;1,800;170;23
180;1;3;2;4;0;1;0;0;3,600;0;55
350;1;4;3;4;0;1;0;0;4,000;209;61
54;1;2;2;1;6;0;0;500;2,300;167;30
60;1;2;2;1;11;1;0;647;4,000;21;51
200;1;2;1;0;0;1;0;;2,800;291;43
520;1;3;4;3;0;1;1;0;7,000;645;106
112;1;3;2;1;8;1;0;810;3,850;98;49
104;1;3;2;1;0;0;0;0;7,500;267;113
90;1;1;1;0;1;0;0;200;1,550;167;20
273;1;3;2;5;0;0;0;0;2,750;215;42
74;1;2;2;0;10;1;0;610;1,650;0;21
40;1;1;1;1;8;0;0;800;1,675;50;22
120;1;3;3;2;0;1;0;0;2,580;0;39
60;1;2;1;1;6;1;0;714;1,480;55;19
50;1;1;1;1;0;0;0;0;900;21;14
398;0;5;6;0;2;1;0;3,500;8,500;700;108
90;1;2;2;2;8;1;0;965;4,500;36;58
106;1;3;3;1;2;1;0;970;2,500;350;32
22;1;1;1;0;6;0;1;380;6,000;9;77
167;1;3;3;4;10;1;0;1,814;5,500;807;70
250;1;3;3;2;3;1;0;1,900;9,500;500;121
246;1;4;4;4;4;0;0;4,000;12,000;1,667;153
40;1;1;1;0;0;0;0;0;1,094;0;17
76;1;2;2;1;1;1;1;850;3,000;42;39
202;1;4;3;4;5;1;0;4,308;12,000;1,896;153
60;1;2;1;1;1;1;1;568;3,205;;11
65;1;2;2;2;2;1;1;600;3,000;80;39
142;1;3;4;3;2;1;0;1,305;5,000;414;64
200;1;3;4;2;10;1;0;1,300;7,000;459;89
60;0;2;3;0;1;0;1;938;1,940;0;25
58;1;2;2;1;3;1;0;200;2,200;130;28
80;1;2;1;0;4;1;0;550;3,000;0;39
